text,gender
megabusuk 'loosing' a bus so we are delayed 90mins. need to work on your service and stop hiring fucking imbeciles.,0
"jennnnnnnna_ cliche but the more you're elevated, the more people will wonder how you got to those places. stay humble and pray for them _٪_ُ_",1
martin and sara are the biggest snakes ever _ِ_ِ,1
natalieirwinn 5sos yes. i think they actually are greek gods. no. demigods. they are demigods and therefore they never look bad. ever.,1
"as you go to his presence today, god will accelerate your promotion and disappoint the appointment of barrenness,poverty, loneliness, etc..",0
"you mcm got deck by _wordsmiff_ at a bbq, you seen him get punched and kept partying",0
flexybleuhc again with the small sliver of hope that it was nicholas and glenn was just screaming because he was scared,0
jaymohr37 and now jpp can act in happy gilmore 2 jaymohrsports,0
"i just hope, my dear, that you۪ll remember  you were beautiful  long before he thought so,  and you۪ll be beautiful  for long after he stops",1
finally saw tuskthemovie last night. it's a fucked up freak show and i loved every minute of it.,0
i wish it was the real her. _ these accounts be looking too much like her with their names and layouts. it scares me.,1
vaughn and i suck at capturing memories on photo. __,1
_goneaway_: i just took a seat at the computer now.... and planned to start reading. if that's ok?,1
sirtylerjay yes!!! and i literally cried during her set i'm not even kidding i was weeping in the nosebleed section lolol,1
"onceivegone fantastic news, be great to have ur team. give us a call on the contact details on the website and we can plan it all for u!",0
"train booked, home on thursday for a few days __ُ_mother get the fridge stocked and the fire on!",0
young and restless۪ cast news: lachlan buchanan drops to recurring status in kyle abbott role: there is a bit... https://t.co/0zfsmqvv7h,1
i don't give two shits about a charlie brown special i do care about callie and arizona's happiness,1
jlofosho i gotta send you the link of me and my friends doing the heist pure comedy lol,0
empty pockets never held anyone back. only empty heads and empty hearts can do that. ~ norman vincent peale,1
mouthorjoe magiconline this question has been asked many times and never answered.,0
itsonlyinnigeria cars horn anyhow and anytime even when is not necessary,0
i know some haitians cooking up a baby.. and... hey,0
don't selfie and drive russmarchand boo brunch monday safetyfirst rustyrhea https://t.co/rynncxhlri,1
"watch first for more iphone 6s updates, follow me on twitter: complete iphone 6s, ipad pro, apple tv 4 and iphone... https://t.co/ko5ywad88l",0
why does my favorite band have to be so quiet and secretive about stuff? *sighs*,1
"yes sir, my team did work this week &amp; i've still got palmer and catanzaro left to play _ https://t.co/xk26gjxr56",1
"silviacs26 it's not thea idea, but she agreed. and after malcom saied he was going to use the pit, she agreed as well! :o",0
let's rally the nation and stompthechomp for all of you alumni out their_ https://t.co/4pu6dsj0sq,1
"nets rookie rondaehj24 and his brother rahlir surprised their mom... with a house.
https://t.co/gbmr5vjvgl",0
"vaporizemgc you're really pretty and we talked sometime and we should some more! one of my fav mutuals&lt;3 
mayday parade- oh well oh well",1
"painting with fire, stones and gold https://t.co/67n3by67ed",1
3 of 5 stars to those who leave and those who stay by elena ferrante https://t.co/rg6ulow2qu,0
i've gottttt to move on and be who i am,1
someone come help me pick out an outfit for a wedding!!! if it was up to momma karen i'd be wearing a dress and i'm not bout that life.,0
beauty and beat votebieber,0
the jacket and the braided hair __,0
rogeroneill22 yes...and why is your account private?,0
"tmac_doit bradley beal  and nene are an ""if"" nigga lmao wade has proved hisself time and time again... now he got help, watch out",0
_rudamalpa_ a couple of quid i could understand. but that's a quarter of my fucking wages. and i don't get any tax credits. wanker,1
"and when they finally realize this shit is not a game, everything will fall in place",1
khamenei compelled to approve nuclear deal paves way for future violations and stonewalling https://t.co/0cmfket4tc iran irandeal unsc,0
i do what i want and i smash,0
ladies and gentlemen... the amazing hacob jakehale_ https://t.co/cvtokm6pik,0
whenever i'm on the phone with aimee or annette and annette is driving they always start yelling and i'm 200% sure they're about to crash,1
"this video is a powerful must see and the most important minute of your day, i guarantee it.",1
"baroness meacher defeats osborne by 307-277
baroness holis defeats osborne by 289-272
be interesting how skynews and bbcnews spin this",0
and thennnn i'm getting fun stuff done to my hair newhairnewme,1
the rise and fall of .ly https://t.co/cbtnpxyxs8 via priceonomics,0
givenachancex celebmix just given you the praise and recognition you deserve sweetie.....love you too _,1
"home to, make dope ass life partner decisions and make endless amount of love without a worry in the world",1
me and sheplauren are basically the same person__ձ_,1
"me too. and ironically, it's often not even remotely true. https://t.co/cmscmpucwl",0
"6 biggest misconceptions about data scientists, data engineers and business analysts. https://t.co/5zho8ltgfy growthhacking",0
"i dont want drama in my favorite tvshows, i just wanna happiness and love and murders and lots of blood but dont hurt my favorite characters",1
"joe_sugg oh and also, after you follow me you can follow the rest of joes dinosaurs, you'll love us.....really __",1
4 days and counting __,1
oxirb that's probably why niggas don't be eating yo ass _ calling them lame and shit lmaooo,0
she did my emojis and what's next? _ձ_ُ_,1
and everything is still on fleek!,0
"cutbacks are fine, and expected in large scale development, but you don't just leave things looking half finished...",0
finessegod_rob don't trust it he told me he was pulling up and ain't never show,0
deadlyromanov *he sighs* go ask her again and see? i don't know what is wrong with her?,0
when you actually do your work for once and feel like you've accomplished something _х_ُ_٪,1
"""your music is trash, samantha say it louder""
""your music is trash!""
""and you're a shitty person so stfu!"" 
sammy__ojeda ___",1
"barcellona۪s art exhibitions
 https://t.co/dfs7e3hfmg",0
"i remember chris put on a meek song and i just looked at him and he was like ""come on bro"" __________",0
it was like..2 and a half people.... https://t.co/2irhztinzn,1
young and restless۪ cast news: lachlan buchanan drops to recurring status in kyle abbott role: there is a bit... https://t.co/ljeiqjbt5e,0
"when you can see deodorant under a girls arm in their selfie....... and they know they see that shit, but they somehow think it's g. _",1
"lexy leaves for costa rica tomorrow. my mom, bill, aunt, and uncle all leaving tomorrow for a week at disney. it's cool. i'll stay here _",1
i've entered the giveaway on mamamummymum to win the ultimate board game that is disney pictopia https://t.co/oieio5lrk2,1
"alien invasion!! 
mehronmakeup black and white paradise paint
meltcosmetics dark matter shadow_ https://t.co/gkejwilr8k",1
"very proud of your accomplishments, my sweet and talented rob... i am very happy to be with you ___

love, always _",1
back to work tonight and happy respiratory care week to all my other_ https://t.co/2e8lrpw0pp,0
i just voted for justinbieber for artistoftheyear go here https://t.co/d9jfjapugj and vote for your favorite!  amas justinbieber __,1
when you eat crackers and all the mushiness accumulates at the back of your mouth. firstworldproblems tbh crackerproblems,1
needs to study the history of trajan and the carting off of the menorah and arc then ..... good grief........ https://t.co/dyp5yr0id9,1
i just voted for justinbieber for artistoftheyear go here https://t.co/bfbexh0efx and vote for your favorite!  5 amas justinbieber,1
so sick of all the music i know and too lazy to find new music meh,1
"leaving for work and the street lights are still on. this isn't fair, i should be in bed.",1
"when i go out on a date i know whether he has kids , how old he is , his interests and his profession",1
andyfitzpaddy braidenht yes its pushed front and centre by her amazing bra,0
"with the master of violin samvel and the master of keyboard ming    
yanni dream concert_ https://t.co/bku2nrzurj",0
red lips and rosy cheeks,1
i've been here for 40 minutes and have yet to see the dr.,1
the beggining of waste the night sounds so much like here comes the sun and i want to murder myself,0
